group,id_player,outcome,total_count,stop_count,stop_prob,stop_overall
High-Risk,291,loss,140,2,1.4285714285714286,1.0526315789473684
High-Risk,291,win,50,0,0,1.0526315789473684
High-Risk,292,loss,248,5,2.0161290322580645,1.557632398753894
High-Risk,292,win,73,0,0,1.557632398753894
High-Risk,293,loss,2792,26,0.9312320916905444,0.7449856733524355
High-Risk,293,win,698,0,0,0.7449856733524355
High-Risk,294,loss,112,5,4.464285714285714,3.4482758620689653
High-Risk,294,win,33,0,0,3.4482758620689653
High-Risk,295,loss,3643,38,1.043096349162778,0.8100618205073545
High-Risk,295,win,1048,0,0,0.8100618205073545
High-Risk,296,loss,18267,317,1.7353697925220342,1.39756797838203
High-Risk,296,win,5417,14,0.2584456341148237,1.39756797838203
High-Risk,297,loss,1491,53,3.5546613011401744,2.7551020408163267
High-Risk,297,win,469,1,0.21321961620469082,2.7551020408163267
High-Risk,298,loss,1389,46,3.311735061195104,2.8555111364934325
High-Risk,298,win,362,4,1.1049723756906076,2.8555111364934325
High-Risk,299,loss,11720,113,0.9641638225255973,0.7908317136921118
High-Risk,299,win,3201,5,0.1562011871290222,0.7908317136921118
High-Risk,300,loss,38,2,5.263157894736842,4.3478260869565215
High-Risk,300,win,8,0,0,4.3478260869565215
High-Risk,301,loss,23845,408,1.711050534703292,1.307252213379359
High-Risk,301,win,7442,1,0.013437248051599031,1.307252213379359
High-Risk,302,loss,739,28,3.7889039242219216,2.9914529914529915
High-Risk,302,win,197,0,0,2.9914529914529915
High-Risk,303,loss,1817,32,1.7611447440836543,1.4887282007656317
High-Risk,303,win,534,3,0.5617977528089888,1.4887282007656317
High-Risk,304,loss,3079,51,1.6563819421890225,1.2754476330635272
High-Risk,304,win,998,1,0.1002004008016032,1.2754476330635272
High-Risk,305,loss,5,1,20,20
High-Risk,306,loss,179,5,2.793296089385475,2.1459227467811157
High-Risk,306,win,54,0,0,2.1459227467811157
High-Risk,307,loss,756,12,1.5873015873015872,1.2861736334405145
High-Risk,307,win,177,0,0,1.2861736334405145
High-Risk,308,loss,301,6,1.9933554817275747,1.5151515151515151
High-Risk,308,win,95,0,0,1.5151515151515151
High-Risk,309,loss,4218,198,4.694167852062589,3.5850081477457905
High-Risk,309,win,1305,0,0,3.5850081477457905
High-Risk,310,loss,302,4,1.3245033112582782,0.966183574879227
High-Risk,310,win,112,0,0,0.966183574879227
High-Risk,311,loss,495,22,4.444444444444445,3.4428794992175273
High-Risk,311,win,144,0,0,3.4428794992175273
High-Risk,312,loss,137,4,2.9197080291970803,2.3391812865497075
High-Risk,312,win,34,0,0,2.3391812865497075
High-Risk,313,loss,1789,42,2.3476802683063163,1.8431204457779682
High-Risk,313,win,544,1,0.1838235294117647,1.8431204457779682
High-Risk,314,loss,10,1,10,10
High-Risk,315,loss,95,6,6.315789473684211,4.958677685950414
High-Risk,315,win,26,0,0,4.958677685950414
High-Risk,316,loss,523,21,4.015296367112811,3.650793650793651
High-Risk,316,win,107,2,1.8691588785046727,3.650793650793651
High-Risk,317,loss,55,3,5.454545454545454,4.545454545454546
High-Risk,317,win,11,0,0,4.545454545454546
High-Risk,318,loss,472,13,2.754237288135593,2.1594684385382057
High-Risk,318,win,130,0,0,2.1594684385382057
High-Risk,319,loss,1429,30,2.099370188943317,1.8626929217668973
High-Risk,319,win,450,5,1.1111111111111112,1.8626929217668973
High-Risk,320,loss,79,2,2.5316455696202533,2.1052631578947367
High-Risk,320,win,16,0,0,2.1052631578947367
High-Risk,321,loss,465,7,1.5053763440860215,1.2089810017271159
High-Risk,321,win,114,0,0,1.2089810017271159
High-Risk,322,loss,314,11,3.5031847133757963,2.6252983293556085
High-Risk,322,win,105,0,0,2.6252983293556085
High-Risk,323,loss,293,15,5.1194539249146755,4.49438202247191
High-Risk,323,win,63,1,1.5873015873015872,4.49438202247191
High-Risk,324,loss,1451,9,0.6202618883528601,0.48966267682263326
High-Risk,324,win,387,0,0,0.48966267682263326
High-Risk,325,loss,906,11,1.2141280353200883,0.9401709401709402
High-Risk,325,win,264,0,0,0.9401709401709402
High-Risk,326,loss,325,4,1.2307692307692308,0.9345794392523363
High-Risk,326,win,103,0,0,0.9345794392523363
High-Risk,327,loss,7271,32,0.44010452482464585,0.37234042553191493
High-Risk,327,win,2129,3,0.14091122592766556,0.37234042553191493
High-Risk,328,loss,663,28,4.223227752639517,3.2657657657657655
High-Risk,328,win,225,1,0.4444444444444444,3.2657657657657655
High-Risk,329,loss,5432,225,4.1421207658321055,3.226715513597295
High-Risk,329,win,1665,4,0.24024024024024024,3.226715513597295
High-Risk,330,loss,24926,167,0.669983150124368,0.5327407227008432
High-Risk,330,win,7923,8,0.10097185409567085,0.5327407227008432
High-Risk,331,loss,10425,121,1.1606714628297363,0.9279192339098805
High-Risk,331,win,3046,4,0.13131976362442546,0.9279192339098805
High-Risk,332,loss,1065,39,3.6619718309859155,2.8240405503258508
High-Risk,332,win,316,0,0,2.8240405503258508
High-Risk,333,loss,278,3,1.079136690647482,0.8595988538681949
High-Risk,333,win,71,0,0,0.8595988538681949
High-Risk,334,loss,51517,2887,5.6039753867655335,4.349455755794777
High-Risk,334,win,15181,14,0.09222053883143402,4.349455755794777
High-Risk,335,loss,33,1,3.0303030303030303,2.5
High-Risk,335,win,7,0,0,2.5
High-Risk,336,loss,12952,479,3.698270537368746,2.835249042145594
High-Risk,336,win,4013,2,0.049838026414154,2.835249042145594
High-Risk,337,loss,324,7,2.1604938271604937,1.6786570743405276
High-Risk,337,win,93,0,0,1.6786570743405276
High-Risk,338,loss,129,3,2.3255813953488373,1.8181818181818181
High-Risk,338,win,36,0,0,1.8181818181818181
High-Risk,339,loss,2329,29,1.2451696006869901,1.0031131096506398
High-Risk,339,win,562,0,0,1.0031131096506398
High-Risk,340,loss,463,19,4.103671706263499,3.2871972318339098
High-Risk,340,win,115,0,0,3.2871972318339098
High-Risk,341,loss,5583,70,1.2538061973849186,1.0397379290699331
High-Risk,341,win,1438,3,0.2086230876216968,1.0397379290699331
High-Risk,342,loss,63,1,1.5873015873015872,1.3157894736842104
High-Risk,342,win,13,0,0,1.3157894736842104
High-Risk,343,loss,907,6,0.6615214994487321,0.4995836802664446
High-Risk,343,win,294,0,0,0.4995836802664446
High-Risk,344,loss,73,1,1.36986301369863,1.1494252873563218
High-Risk,344,win,14,0,0,1.1494252873563218
High-Risk,345,loss,3158,82,2.5965801139962,2.081316553727009
High-Risk,345,win,974,4,0.41067761806981523,2.081316553727009
High-Risk,346,loss,50,2,4,3.278688524590164
High-Risk,346,win,11,0,0,3.278688524590164
High-Risk,347,loss,172,3,1.744186046511628,1.4150943396226416
High-Risk,347,win,40,0,0,1.4150943396226416
High-Risk,348,loss,1039,29,2.791145332050048,2.2912047302291203
High-Risk,348,win,314,2,0.6369426751592357,2.2912047302291203
High-Risk,349,loss,1100,32,2.909090909090909,2.3956194387405887
High-Risk,349,win,361,3,0.8310249307479225,2.3956194387405887
High-Risk,350,loss,2481,34,1.370415155179363,1.1295889551302165
High-Risk,350,win,706,2,0.28328611898017,1.1295889551302165
High-Risk,351,loss,872,17,1.94954128440367,1.5755329008341055
High-Risk,351,win,207,0,0,1.5755329008341055
High-Risk,352,loss,2065,37,1.791767554479419,1.387846961740435
High-Risk,352,win,601,0,0,1.387846961740435
High-Risk,353,loss,2650,55,2.0754716981132075,1.5923566878980893
High-Risk,353,win,804,0,0,1.5923566878980893
High-Risk,354,loss,3212,75,2.3349937733499377,1.7959770114942528
High-Risk,354,win,964,0,0,1.7959770114942528
High-Risk,355,loss,6137,162,2.639726250611048,2.102714413151523
High-Risk,355,win,1710,3,0.17543859649122806,2.102714413151523
High-Risk,356,loss,28090,308,1.0964756140975436,0.8519614288845058
High-Risk,356,win,8414,3,0.03565486094604231,0.8519614288845058
High-Risk,357,loss,126,4,3.1746031746031744,2.5
High-Risk,357,win,34,0,0,2.5
High-Risk,358,loss,1713,6,0.3502626970227671,0.26690391459074736
High-Risk,358,win,535,0,0,0.26690391459074736
High-Risk,359,loss,53,1,1.8867924528301887,1.4285714285714286
High-Risk,359,win,17,0,0,1.4285714285714286
High-Risk,360,loss,17,0,0,4
High-Risk,360,win,8,1,12.5,4
High-Risk,361,loss,14864,404,2.7179763186221746,2.0435762584522914
High-Risk,361,win,5101,4,0.07841599686336012,2.0435762584522914
High-Risk,362,loss,7120,54,0.7584269662921348,0.5779728138713475
High-Risk,362,win,2223,0,0,0.5779728138713475
High-Risk,363,loss,10320,167,1.6182170542635659,1.2321086026265309
High-Risk,363,win,3234,0,0,1.2321086026265309
High-Risk,364,loss,46,4,8.695652173913043,7.2727272727272725
High-Risk,364,win,9,0,0,7.2727272727272725
High-Risk,365,loss,810,1,0.12345679012345678,0.09416195856873823
High-Risk,365,win,252,0,0,0.09416195856873823
High-Risk,366,loss,44,0,0,1.9230769230769231
High-Risk,366,win,8,1,12.5,1.9230769230769231
High-Risk,367,loss,980,18,1.8367346938775513,1.4342629482071714
High-Risk,367,win,275,0,0,1.4342629482071714
High-Risk,368,loss,1210,73,6.033057851239669,4.811443433029909
High-Risk,368,win,328,1,0.3048780487804878,4.811443433029909
High-Risk,369,loss,466,5,1.0729613733905579,0.8183306055646482
High-Risk,369,win,145,0,0,0.8183306055646482
High-Risk,370,loss,4651,21,0.4515158030531069,0.3616042077580539
High-Risk,370,win,1433,1,0.06978367062107467,0.3616042077580539
High-Risk,371,loss,1487,43,2.89172831203766,2.2916666666666665
High-Risk,371,win,433,1,0.23094688221709006,2.2916666666666665
High-Risk,372,loss,14,1,7.142857142857142,5.88235294117647
High-Risk,372,win,3,0,0,5.88235294117647
High-Risk,373,loss,6001,106,1.7663722712881187,1.345573440643863
High-Risk,373,win,1951,1,0.05125576627370579,1.345573440643863
High-Risk,374,loss,463,7,1.511879049676026,1.6339869281045754
High-Risk,374,win,149,3,2.013422818791946,1.6339869281045754
High-Risk,375,loss,905,11,1.2154696132596685,1.0933557611438183
High-Risk,375,win,284,2,0.7042253521126761,1.0933557611438183
High-Risk,376,loss,513,5,0.9746588693957114,1.0218978102189782
High-Risk,376,win,172,2,1.1627906976744187,1.0218978102189782
High-Risk,377,loss,2200,294,13.363636363636363,10.485299326957138
High-Risk,377,win,623,2,0.32102728731942215,10.485299326957138
High-Risk,378,loss,819,5,0.6105006105006106,0.46168051708217916
High-Risk,378,win,264,0,0,0.46168051708217916
High-Risk,379,loss,4334,25,0.5768343331795108,0.44555337729459993
High-Risk,379,win,1277,0,0,0.44555337729459993
High-Risk,380,loss,227,5,2.2026431718061676,1.8115942028985508
High-Risk,380,win,49,0,0,1.8115942028985508
High-Risk,381,loss,96,2,2.083333333333333,1.550387596899225
High-Risk,381,win,33,0,0,1.550387596899225
High-Risk,382,loss,2549,61,2.39309533150255,1.8301830183018304
High-Risk,382,win,784,0,0,1.8301830183018304
High-Risk,383,loss,92,2,2.1739130434782608,1.7543859649122806
High-Risk,383,win,22,0,0,1.7543859649122806
High-Risk,384,loss,1123,7,0.6233303650934996,0.501432664756447
High-Risk,384,win,273,0,0,0.501432664756447
High-Risk,385,loss,9224,107,1.1600173460537728,0.9640156237014875
High-Risk,385,win,2809,9,0.3203987184051264,0.9640156237014875
High-Risk,386,loss,53,2,3.7735849056603774,2.898550724637681
High-Risk,386,win,16,0,0,2.898550724637681
High-Risk,387,loss,221,10,4.524886877828054,3.6764705882352944
High-Risk,387,win,51,0,0,3.6764705882352944
High-Risk,388,loss,35,1,2.857142857142857,2.2222222222222223
High-Risk,388,win,10,0,0,2.2222222222222223
High-Risk,389,loss,276,8,2.898550724637681,2.203856749311295
High-Risk,389,win,87,0,0,2.203856749311295
High-Risk,390,loss,8255,64,0.7752877044215627,0.6056223447527795
High-Risk,390,win,2808,3,0.10683760683760685,0.6056223447527795
High-Risk,391,loss,698,21,3.0085959885386817,2.4774774774774775
High-Risk,391,win,190,1,0.5263157894736842,2.4774774774774775
High-Risk,392,loss,27,1,3.7037037037037033,3.0303030303030303
High-Risk,392,win,6,0,0,3.0303030303030303
High-Risk,393,loss,14773,116,0.7852162729303459,0.614237715245695
High-Risk,393,win,4275,1,0.023391812865497078,0.614237715245695
High-Risk,394,loss,90,2,2.2222222222222223,1.6
High-Risk,394,win,35,0,0,1.6
High-Risk,395,loss,1361,29,2.1307861866274798,1.613800779076238
High-Risk,395,win,436,0,0,1.613800779076238
High-Risk,396,loss,10827,91,0.8404913641821372,0.6541524459613196
High-Risk,396,win,3237,1,0.030892801977139325,0.6541524459613196
High-Risk,397,loss,6452,158,2.4488530688158714,1.9096413600372613
High-Risk,397,win,2136,6,0.2808988764044944,1.9096413600372613
High-Risk,398,loss,36,1,2.7777777777777777,2.0408163265306123
High-Risk,398,win,13,0,0,2.0408163265306123
High-Risk,399,loss,2349,71,3.022562792677735,2.2734550112071727
High-Risk,399,win,774,0,0,2.2734550112071727
High-Risk,400,loss,270,3,1.1111111111111112,0.8426966292134831
High-Risk,400,win,86,0,0,0.8426966292134831
High-Risk,401,loss,7053,95,1.3469445625974763,1.1708482676224612
High-Risk,401,win,1317,3,0.22779043280182232,1.1708482676224612
High-Risk,402,loss,8075,33,0.40866873065015485,0.3175214086404311
High-Risk,402,win,2318,0,0,0.3175214086404311
High-Risk,403,loss,945,12,1.2698412698412698,1.084236864053378
