group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
Low-Risk,LR_866,25,Female,NA,1,0,0,0,6,182,30.333333333333332,30,1,0.25,0.44368131868131866,0.5,18.681318681318682,2,0.25,0.6911764705882353,0.5,1,0.25,0.4527027027027027,0.5,43.5
Low-Risk,LR_867,56,Female,16978.65548347984,1,0,0,0,2,38,19,19,1,1,1,1,18.421052631578945,3,1,1.5714285714285714,1,1,1,1,1,20
Low-Risk,LR_868,36,Male,16978.65548347984,1,0,0,0,3,97,32.333333333333336,32,0.25,0.25,0.25,0.25,23.711340206185564,1.25,0.25,0.40217391304347827,0.25,0.25,0.25,0.25,0.25,9.25
Low-Risk,LR_869,36,Female,NA,1,0,0,0,1,42,42,42,0.5,0.5,0.5,0.5,28.57142857142857,1.5,0.5,0.8333333333333334,0.75,0.5,0.5,0.5,0.5,5
Low-Risk,LR_87,27,Male,NA,1,0,0,0,1,21,21,21,0.25,0.25,0.25,0.25,23.809523809523807,0.5,0.25,0.4,0.5,0.25,0.25,0.25,0.25,2
Low-Risk,LR_870,25,Male,16166.09703144839,1,0,0,0,1,17,17,17,0.5,0.25,0.38235294117647056,0.5,5.88235294117647,1,1,1,1,0.5,0.25,0.375,0.375,5
Low-Risk,LR_871,48,Female,14489.764147354721,1,0,0,0,47,1196,25.4468085106383,17,20,0.25,4.7619147157190636,2.5,23.076923076923077,495,0.25,15.576086956521738,5,20,0.25,4.7771739130434785,2.5,96
Low-Risk,LR_872,25,Male,22474.379157552863,1,0,0,0,6,344,57.333333333333336,41.5,20,1,6.745639534883721,5,26.744186046511626,180,1,15.277173913043478,5,20,1,6.658730158730159,5,272.5
Low-Risk,LR_873,24,Male,13444.220983470092,1,0,0,0,22,679,30.863636363636363,18,2,0.25,0.4683357879234168,0.25,19.734904270986746,9.5,0.25,1.037313432835821,0.5,2,0.25,0.46559633027522934,0.25,114.75
Low-Risk,LR_874,32,Female,19465.541531186092,1,0,0,0,23,1037,45.08695652173913,33,1,0.25,0.5168756027000965,0.5,27.09739633558341,49.5,0.25,1.5569395017793595,0.75,1,0.25,0.5241402116402116,0.5,-41.25
Low-Risk,LR_875,37,Male,14872.74077677282,1,0,0,0,1,50,50,50,1,1,1,1,26,19,1,2.769230769230769,1,1,1,1,1,1
Low-Risk,LR_876,85,Male,20796.453128650093,1,0,0,0,1,15,15,15,0.5,0.5,0.5,0.5,13.333333333333334,1,0.5,0.75,0.75,0.5,0.5,0.5,0.5,5
Low-Risk,LR_877,54,Male,16413.98423839056,1,0,0,0,2,60,30,30,1.5,0.25,0.6208333333333333,0.25,21.666666666666668,1.5,0.25,0.6538461538461539,0.5,1.5,0.25,0.6436170212765957,0.25,21.75
Low-Risk,LR_878,38,Male,14649.141709140966,1,0,0,0,1,5,5,5,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,5
Low-Risk,LR_879,42,Female,NA,1,0,0,0,1,24,24,24,0.25,0.25,0.25,0.25,16.666666666666664,1,0.5,0.6875,0.625,0.25,0.25,0.25,0.25,2.25
Low-Risk,LR_88,22,Male,16419.09959457046,1,0,0,0,2,104,52,52,0.5,0.5,0.5,0.5,20.192307692307693,2,0.5,0.8095238095238095,0.5,0.5,0.5,0.5,0.5,24.5
Low-Risk,LR_880,42,Female,18060.595558976787,1,0,0,0,3,116,38.666666666666664,45,20,2,8.517241379310345,5,26.72413793103448,60,2.5,14.629032258064516,10,20,2,8.511764705882353,5,270
Low-Risk,LR_881,39,Female,16787.439078043997,1,0,0,0,5,272,54.4,25,0.25,0.25,0.25,0.25,21.691176470588236,1.25,0.25,0.461864406779661,0.5,0.25,0.25,0.25,0.25,26
Low-Risk,LR_882,41,Male,21250.859145557653,1,0,0,0,2,63,31.5,31.5,0.25,0.25,0.25,0.25,15.873015873015872,0.5,0.25,0.325,0.25,0.25,0.25,0.25,0.25,10
Low-Risk,LR_883,29,Female,18942.63148387097,1,0,0,0,1,69,69,69,0.5,0.25,0.3442028985507246,0.25,30.434782608695656,2.25,0.25,0.5714285714285714,0.25,0.5,0.25,0.3541666666666667,0.25,5
Low-Risk,LR_884,47,Female,13444.220983470092,1,0,0,0,4,25,6.25,7,2,1,1.28,1,12,3,1,2,2,2,1,1.3181818181818181,1,23
Low-Risk,LR_885,34,Male,17428.50146694215,1,0,0,0,1,43,43,43,0.25,0.25,0.25,0.25,11.627906976744185,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,7
Low-Risk,LR_886,33,Female,18660.344103625946,1,0,0,0,3,146,48.666666666666664,54,0.5,0.25,0.3424657534246575,0.25,19.863013698630137,1.5,0.25,0.646551724137931,0.5,0.5,0.25,0.3311965811965812,0.25,20
Low-Risk,LR_887,26,Male,19308.049053779538,1,0,0,0,3,179,59.666666666666664,53,0.5,0.25,0.33798882681564246,0.25,19.553072625698324,1.5,0.25,0.5928571428571429,0.5,0.5,0.25,0.3385416666666667,0.25,28
Low-Risk,LR_888,44,Male,15241.155792148917,1,0,0,0,1,48,48,48,0.25,0.25,0.25,0.25,22.916666666666664,0.75,0.25,0.38636363636363635,0.25,0.25,0.25,0.25,0.25,5
Low-Risk,LR_889,85,Female,16172.774931764206,1,0,0,0,2,24,12,12,1,0.5,0.5625,0.5,12.5,1,0.5,0.6666666666666666,0.5,1,0.5,0.5714285714285714,0.5,10
Low-Risk,LR_89,29,Male,NA,1,0,0,0,2,47,23.5,23.5,1,0.5,0.7553191489361702,1,34.04255319148936,2,0.5,0.9375,0.75,1,0.5,0.7741935483870968,1,9
Low-Risk,LR_890,36,Male,17277.026301570328,1,0,0,0,1,1,1,1,1,1,1,1,100,1,1,1,1,NA,NA,NA,NA,-1
Low-Risk,LR_891,37,Male,20379.15991173785,1,0,0,0,1,42,42,42,0.5,0.25,0.2916666666666667,0.25,26.190476190476193,1,0.25,0.38636363636363635,0.25,0.5,0.25,0.29838709677419356,0.25,5
Low-Risk,LR_892,71,Male,19950.42415149162,1,0,0,0,7,510,72.85714285714286,38,0.5,0.25,0.2730392156862745,0.25,19.215686274509807,14.75,0.25,0.8010204081632653,0.5,0.5,0.25,0.27548543689320387,0.25,35
Low-Risk,LR_893,43,Male,17660.812268896138,1,0,0,0,1,7,7,7,0.25,0.25,0.25,0.25,28.57142857142857,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75
Low-Risk,LR_894,27,Female,NA,1,0,0,0,1,5,5,5,1,0.5,0.6,0.5,40,0.5,0.5,0.5,0.5,1,0.5,0.6666666666666666,0.5,1
Low-Risk,LR_895,44,Male,13444.220983470092,1,0,0,0,8,694,86.75,60,0.5,0.25,0.3926512968299712,0.5,20.172910662824208,24.75,0.25,0.9196428571428571,0.5,0.5,0.25,0.39034296028880866,0.5,87.5
Low-Risk,LR_896,38,Male,NA,1,0,0,0,1,23,23,23,0.25,0.25,0.25,0.25,8.695652173913043,1,0.5,0.75,0.75,0.25,0.25,0.25,0.25,3.75
Low-Risk,LR_897,24,Male,13897.327129442398,1,0,0,0,7,214,30.571428571428573,19,0.25,0.25,0.25,0.25,20.5607476635514,14.75,0.25,0.75,0.5,0.25,0.25,0.25,0.25,9.5
Low-Risk,LR_898,29,Male,11755.020442296971,1,0,0,0,1,22,22,22,0.5,0.5,0.5,0.5,4.545454545454546,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10
Low-Risk,LR_899,36,Female,19624.57664661654,1,0,0,0,3,39,13,10,10,0.5,2.4358974358974357,2.5,15.384615384615385,12.5,0.5,6.333333333333333,6.25,10,0.5,2.3333333333333335,2,39
Low-Risk,LR_9,29,Male,19155.033476022443,1,0,0,0,3,44,14.666666666666666,16,0.5,0.5,0.5,0.5,22.727272727272727,1.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,9.5
Low-Risk,LR_90,48,Female,NA,1,0,0,0,105,6117,58.25714285714286,50,1,0.25,0.2525747915644924,0.25,21.023377472617298,24.75,0.25,0.9160186625194401,0.5,1,0.25,0.25284620161457255,0.25,43.5
Low-Risk,LR_900,40,Male,13444.220983470092,1,0,0,0,3,31,10.333333333333334,5,2.5,0.25,1.2903225806451613,1.5,12.903225806451612,1.5,0.25,1.1875,1.5,2.5,0.25,1.3055555555555556,1.5,30.5
Low-Risk,LR_901,35,Male,14058.268518749028,1,0,0,0,1,4,4,4,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25,0.25,0.25,1
Low-Risk,LR_902,27,Female,20016.81296619031,1,0,0,0,2,61,30.5,30.5,0.5,0.25,0.26639344262295084,0.25,19.672131147540984,4.75,0.25,1.1458333333333333,0.375,0.5,0.25,0.27040816326530615,0.25,-0.5
Low-Risk,LR_903,30,Male,15250.754301124418,1,0,0,0,3,191,63.666666666666664,63,1,0.25,0.5772251308900523,0.5,18.848167539267017,2,0.25,0.6458333333333334,0.5,1,0.25,0.6048387096774194,0.5,70.5
Low-Risk,LR_904,37,Female,NA,1,0,0,0,15,677,45.13333333333333,39,1,0.25,0.4841211225997046,0.5,21.56573116691285,14.75,0.25,1.071917808219178,0.5,1,0.25,0.4872881355932203,0.5,102.25
Low-Risk,LR_905,49,Male,18257.49886786519,1,0,0,0,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,1
Low-Risk,LR_906,23,Female,19981.21118391577,1,0,0,0,26,1221,46.96153846153846,31,10,1,4.615479115479116,5,25.143325143325146,495,1,11.486970684039088,5,10,1,4.6263676148796495,5,702
Low-Risk,LR_907,28,Male,13444.220983470092,1,0,0,0,4,230,57.5,39,0.5,0.25,0.3423913043478261,0.25,26.08695652173913,4.75,0.25,0.6083333333333333,0.5,0.5,0.25,0.34705882352941175,0.25,22.5
Low-Risk,LR_908,42,Female,19848.05328640708,1,0,0,0,2,14,7,7,0.25,0.25,0.25,0.25,14.285714285714285,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,2
Low-Risk,LR_909,24,Male,20218.189312330625,1,0,0,0,2,60,30,30,10,1,3.8333333333333335,5,20,25,1,6.5,5,10,1,3.9583333333333335,5,112
