group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
High-Risk,HR_1009,30,Male,13444.220983470092,0,1,1,1,46,5758,125.17391304347827,88.5,5,1,1.2345432441820077,1,24.88711358110455,198,1,3.1444521981856246,2,5,1,1.23757225433526,1,846.5
High-Risk,HR_101,47,Male,14489.764147354721,0,1,0,0,10,442,44.2,31.5,1,0.25,0.46945701357466063,0.5,24.43438914027149,4.75,0.25,0.8171296296296297,0.5,1,0.25,0.47155688622754494,0.5,69.25
High-Risk,HR_1010,47,Male,19183.33983474538,0,1,0,0,18,574,31.88888888888889,22,1.5,0.25,0.8702090592334495,1,19.686411149825783,5,0.25,1.4292035398230087,1,1.5,0.25,0.8741865509761388,1,241.5
High-Risk,HR_1011,32,Male,22474.379157552863,0,1,1,0,22,1363,61.95454545454545,54,2,0.25,0.5596111518708731,0.5,22.377109317681583,49.5,0.25,1.3508196721311476,1,2,0.25,0.556710775047259,0.5,177
High-Risk,HR_1012,60,Female,16166.09703144839,0,1,0,0,3,81,27,17,1,0.5,0.6481481481481481,0.5,25.925925925925924,9.5,0.5,1.4047619047619047,1,1,0.5,0.6583333333333333,0.5,10
High-Risk,HR_1013,38,Female,21610.664666014007,0,0,0,1,65,5656,87.01538461538462,39,15,0.25,1.8705799151343705,1.5,23.426449787835928,395,0.25,5.455283018867925,2,15,0.25,1.8559224197644886,1.5,809.75
High-Risk,HR_1014,40,Female,21950.282092190224,0,1,0,0,3,289,96.33333333333333,34,10,0.5,5.36159169550173,5,17.99307958477509,25,0.5,9.278846153846153,10,10,0.5,5.345991561181434,5,784.5
High-Risk,HR_1015,26,Male,13206.467016665061,0,1,0,0,3,235,78.33333333333333,88,0.5,0.5,0.5,0.5,21.70212765957447,39.5,0.5,2.9411764705882355,1,0.5,0.5,0.5,0.5,-58
High-Risk,HR_1016,27,Male,19467.14240124446,0,1,0,0,2,154,77,77,1,0.25,0.8587662337662337,1,16.233766233766232,24.75,0.5,3.85,2,1,0.25,0.8449612403100775,1,12.75
High-Risk,HR_1017,32,Male,18984.118425723245,0,1,0,0,2,33,16.5,16.5,5,2,2.303030303030303,2,21.21212121212121,10,2,4.928571428571429,2.5,5,2,2.3653846153846154,2,27
High-Risk,HR_1018,34,Female,21780.186121566432,0,1,0,0,31,2606,84.06451612903226,52,5,0.25,1.497985418265541,1,19.03300076745971,247.5,0.25,6.080141129032258,1,5,0.25,1.5021327014218009,1,153.75
High-Risk,HR_1019,44,Male,19315.64084738435,0,1,0,0,6,842,140.33333333333334,143.5,1,0.25,0.4085510688836104,0.25,24.109263657957243,49.5,0.25,1.29064039408867,0.5,1,0.25,0.4029733959311424,0.25,-4.5
High-Risk,HR_102,38,Male,13444.220983470092,0,1,0,0,23,1579,68.65217391304348,68,2.5,0.25,0.8017732742241925,1,22.039265357821407,29.5,0.25,1.7435344827586208,1,2.5,0.25,0.7936636880584891,0.5,370.25
High-Risk,HR_1020,29,Female,13444.220983470092,0,1,1,0,77,9493,123.28571428571429,59,1,0.25,0.5180659433266618,0.5,23.933424628673762,99,0.25,1.6254401408450705,0.5,1,0.25,0.5186262290541477,0.5,52
High-Risk,HR_1021,35,Male,22105.590569510612,0,1,1,0,88,3630,41.25,20,5,0.25,0.9434573002754821,0.5,22.727272727272727,49.5,0.25,2.264242424242424,1,5,0.25,0.9472370766488414,0.5,789
High-Risk,HR_1022,27,Male,21538.730827699863,0,0,1,0,227,6202,27.3215859030837,10,20,5,19.940341825217672,20,23.153821347952274,1980,5,67.59052924791087,40,20,5,19.937054133445237,20,-2040
High-Risk,HR_1023,36,Male,18368.85822932382,0,0,1,0,106,7680,72.45283018867924,43,5,0.25,0.5454752604166667,0.5,22.734375,148.5,0.25,1.7323883161512028,0.5,5,0.25,0.5466380182002022,0.5,219
High-Risk,HR_1024,38,Female,22026.342128909626,0,1,0,0,3,805,268.3333333333333,261,2.5,0.5,1.2391304347826086,1,24.099378881987576,148.5,0.5,4.054123711340206,2,2.5,0.5,1.251227495908347,1,-22
High-Risk,HR_1025,32,Male,17266.006720937807,0,1,0,0,1,72,72,72,10,2.5,4.444444444444445,5,25,495,2.5,35.833333333333336,7.5,10,2.5,4.537037037037037,5,-400
High-Risk,HR_1026,51,Female,NA,0,1,0,0,81,2650,32.71604938271605,15,1,0.25,0.3507547169811321,0.25,23.81132075471698,99,0.25,1.11053882725832,0.5,1,0.25,0.3521545319465082,0.25,10.25
High-Risk,HR_1027,63,Male,NA,0,1,0,0,12,1309,109.08333333333333,77.5,1.5,0.25,0.7194423223834988,0.5,23.52941176470588,148.5,0.25,2.811688311688312,1,1.5,0.25,0.715034965034965,0.5,-150.25
High-Risk,HR_1028,33,Female,NA,0,1,0,0,2,74,37,37,5,0.25,3.050675675675676,2.5,16.216216216216218,10,2.5,5.833333333333333,5,5,0.25,2.9556451612903225,2.5,113.25
High-Risk,HR_1029,33,Female,18604.36804933253,0,1,0,0,4,113,28.25,21.5,2,0.25,0.7654867256637168,1,20.353982300884958,14.75,0.25,1.7173913043478262,1,2,0.25,0.7833333333333333,1,31
High-Risk,HR_103,43,Male,21252.560437097225,0,1,0,0,108,13112,121.4074074074074,76,1.5,0.25,0.3063033862111043,0.25,24.19920683343502,99,0.25,0.9799873936337851,0.5,1.5,0.25,0.30631854311298923,0.25,-65
High-Risk,HR_1030,60,Female,15590.872608280435,0,1,0,0,2,270,135,135,1.5,0.25,0.9148148148148149,1,21.85185185185185,59,0.25,2.733050847457627,1.5,1.5,0.25,0.9063981042654028,1,30
High-Risk,HR_1031,42,Male,16121.516597765853,0,1,0,0,2,87,43.5,43.5,10,10,10,10,21.839080459770116,30,10,17.36842105263158,20,10,10,10,10,350
High-Risk,HR_1032,41,Female,15518.78868880673,0,1,0,0,13,1607,123.61538461538461,110,10,0.25,3.1023646546359678,2.5,24.082140634723086,295,0.25,6.343669250645995,5,10,0.25,3.0737704918032787,2.5,1295
High-Risk,HR_1033,26,Female,17541.091453251414,0,1,0,0,1,69,69,69,0.5,0.5,0.5,0.5,23.18840579710145,3.5,0.5,1.03125,1,0.5,0.5,0.5,0.5,10
High-Risk,HR_1034,33,Male,NA,0,1,0,0,11,1212,110.18181818181819,63,1,0.25,0.5975660066006601,0.5,19.636963696369637,49.5,0.25,1.4936974789915967,1,1,0.25,0.6085728952772074,0.5,237.25
High-Risk,HR_1035,33,Male,19399.46829588015,0,1,0,0,29,3724,128.41379310344828,65,2.5,0.25,1.1725295381310419,1,24.516648764769066,148.5,0.25,2.619660460021906,1.5,2.5,0.25,1.1711134827463536,1,900.25
High-Risk,HR_1036,29,Female,21838.01866809882,0,1,1,1,6,525,87.5,42,1,0.25,0.5466666666666666,0.5,28.76190476190476,79,0.25,1.718543046357616,0.5,1,0.25,0.5528074866310161,0.5,-52.75
High-Risk,HR_1037,43,Female,17802.687021857924,0,1,0,0,11,1206,109.63636363636364,34,20,1,15.827943615257048,20,23.548922056384743,1980,1,56.265845070422536,20,20,1,15.769522776572668,20,-1440
High-Risk,HR_1038,45,Female,22105.590569510612,0,0,0,1,3,814,271.3333333333333,264,1,0.25,0.5875307125307125,0.5,21.62162162162162,9.5,0.25,1.1903409090909092,1,1,0.25,0.5885579937304075,0.5,166
High-Risk,HR_1039,38,Male,18159.046971759257,0,1,0,0,1,160,160,160,5,5,5,5,18.75,15,5,7.5,5,5,5,5,5,425
High-Risk,HR_104,31,Male,16121.516597765853,0,1,0,0,1,19,19,19,0.25,0.25,0.25,0.25,26.31578947368421,0.5,0.25,0.3,0.25,0.25,0.25,0.25,0.25,2
High-Risk,HR_1040,26,Male,18472.439165999313,0,1,0,0,2,125,62.5,62.5,2,1,1.352,1,24,18,1,2.3666666666666667,2,2,1,1.3789473684210527,1,60
High-Risk,HR_1041,60,Female,19892.256727169224,0,1,0,0,3,228,76,90,5,0.5,1.980263157894737,1,26.31578947368421,247.5,0.5,7.983333333333333,2,5,0.5,1.9077380952380953,1,-158.5
High-Risk,HR_1042,57,Male,18711.844420024423,0,1,0,0,123,13658,111.04065040650407,69,10,0.5,1.2674256845804657,1,24.154341777712695,247.5,0.5,3.4507426492876627,2,10,0.5,1.2728545226373202,1,1801.5
High-Risk,HR_1043,24,Male,14872.74077677282,0,1,0,0,4,73,18.25,17.5,1,0.25,0.4794520547945205,0.5,19.17808219178082,1.5,0.25,0.625,0.5,1,0.25,0.4872881355932203,0.5,20
High-Risk,HR_1044,50,Female,16166.09703144839,0,1,0,0,4,125,31.25,28.5,2,0.5,1.028,1,20,4,0.5,1.52,1,2,0.5,1.04,1,66
High-Risk,HR_1045,31,Male,13897.327129442398,0,0,1,0,1,11,11,11,0.5,0.25,0.4772727272727273,0.5,0,NA,NA,NA,NA,0.5,0.25,0.4772727272727273,0.5,5.25
High-Risk,HR_1046,53,Male,14649.141709140966,0,1,0,0,1,58,58,58,1,0.25,0.3577586206896552,0.25,29.310344827586203,4.75,0.25,0.9117647058823529,0.5,1,0.25,0.35365853658536583,0.25,-1
High-Risk,HR_1047,58,Female,19308.049053779538,0,0,0,1,5,189,37.8,46,20,0.5,3.5899470899470898,1,23.809523809523807,95,0.5,8.11111111111111,2,20,0.5,3.7430555555555554,1,174
High-Risk,HR_1048,35,Male,15518.78868880673,0,0,1,0,49,5169,105.48979591836735,57,1,0.25,0.992890307603018,1,22.11259431224608,99,0.5,3.9273840769903763,2,1,0.25,0.9928589170392449,1,-491.75
High-Risk,HR_1049,63,Male,18807.19562494157,0,1,0,0,1,33,33,33,0.5,0.5,0.5,0.5,18.181818181818183,1,0.5,0.5833333333333334,0.5,0.5,0.5,0.5,0.5,10
High-Risk,HR_105,41,Male,15676.546362416108,0,1,0,0,378,32210,85.21164021164022,41,10,0.25,2.078259857187209,2,23.163613784538963,495,0.25,6.696421391234419,2,10,0.25,2.089660188290436,2,1755
High-Risk,HR_1050,35,Female,11755.020442296971,0,1,0,0,3,90,30,9,2,0.25,0.9444444444444444,1,22.22222222222222,4,1,1.8,2,2,0.25,0.9285714285714286,1,29
High-Risk,HR_1051,37,Male,13444.220983470092,0,1,0,0,6,1426,237.66666666666666,161.5,5,0.25,1.451086956521739,1,23.91304347826087,195,0.25,5.261730205278592,2,5,0.25,1.4324884792626729,1,-240
High-Risk,HR_1052,47,Male,18911.430442211054,0,0,1,0,16,1271,79.4375,62.5,2.5,0.25,0.6561762391817466,0.5,21.00708103855232,99,0.5,2.6217228464419478,1,2.5,0.25,0.6516434262948207,0.5,-45.75
High-Risk,HR_1053,38,Male,16166.09703144839,0,1,1,0,2,275,137.5,137.5,1,0.25,0.3718181818181818,0.25,22.90909090909091,11.75,0.25,0.9404761904761905,0.5,1,0.25,0.3761792452830189,0.25,20.5
High-Risk,HR_1054,38,Male,18410.053689993536,0,1,0,0,10,1038,103.8,57,20,20,20,20,24.373795761079,1980,20,57.15415019762846,40,20,20,20,20,1240
High-Risk,HR_1055,35,Male,20102.469946425717,0,1,0,0,43,5189,120.67441860465117,80,5,0.25,2.545432645981885,2.5,22.47061090768934,495,0.25,8.630145797598628,4,5,0.25,2.5672383793189164,2.5,265.25
High-Risk,HR_1056,36,Female,17009.136120548636,0,1,0,0,29,1920,66.20689655172414,44,20,0.25,7.604427083333333,5,22.083333333333332,1980,0.25,23.347287735849058,10,20,0.25,7.5419451871657754,5,1383.5
High-Risk,HR_1057,48,Male,NA,0,1,0,0,5,170,34,31,0.25,0.25,0.25,0.25,16.470588235294116,0.75,0.25,0.3482142857142857,0.25,0.25,0.25,0.25,0.25,25.75
High-Risk,HR_1058,34,Female,NA,0,1,0,0,1,21,21,21,0.25,0.25,0.25,0.25,19.047619047619047,1,0.25,0.5625,0.5,0.25,0.25,0.25,0.25,2
High-Risk,HR_1059,47,Male,14649.141709140966,0,0,0,1,28,2365,84.46428571428571,68.5,1.5,0.5,0.9583509513742072,1,24.101479915433405,99,0.5,3.08859649122807,1,1.5,0.5,0.9635097493036212,1,-31
High-Risk,HR_106,24,Male,16121.516597765853,0,1,0,0,11,360,32.72727272727273,26,5,0.5,1.4305555555555556,1,22.77777777777778,59,1,3.9939024390243905,2,5,0.5,1.4010791366906474,1,62
High-Risk,HR_1060,35,Male,NA,0,1,0,0,3,612,204,86,1,0.25,0.5526960784313726,0.5,20.26143790849673,29.5,0.25,1.1995967741935485,0.5,1,0.25,0.5609631147540983,0.5,125
High-Risk,HR_1061,43,Male,17349.553664456762,0,0,1,1,28,1280,45.714285714285715,34,10,0.25,1.3625,1,26.718750000000004,148.5,0.25,3.5899122807017543,1,10,0.25,1.3595415778251598,1,47.5
High-Risk,HR_1062,44,Male,15676.546362416108,0,1,0,0,11,181,16.454545454545453,14,1,0.25,0.27209944751381215,0.25,18.23204419889503,1.75,0.25,0.5227272727272727,0.5,1,0.25,0.27702702702702703,0.25,23.75
High-Risk,HR_1063,36,Male,20034.105594752185,0,1,0,0,724,78113,107.89088397790056,73,10,0.25,2.008279671757582,2.5,24.144508596520424,495,0.25,6.148290031813362,2.5,10,0.25,2.0085607479790055,2.5,3056.5
High-Risk,HR_1064,30,Male,18203.723014719246,0,1,0,0,78,9407,120.6025641025641,54.5,20,0.25,1.9672584245774423,0.5,23.482513022217496,990,0.25,6.052512449071978,1,20,0.25,1.952104751319811,0.5,681.25
High-Risk,HR_1065,30,Female,16127.86680739772,0,0,0,1,28,1970,70.35714285714286,49,2.5,0.25,1.2437817258883248,1,23.95939086294416,198,0.25,3.117584745762712,2,2.5,0.25,1.2358144192256342,1,379.75
High-Risk,HR_1066,29,Female,13444.220983470092,0,0,1,0,108,6507,60.25,38.5,5,0.25,1.0059935454126325,1,25.265099124020285,148.5,0.25,2.693126520681265,1,5,0.25,1.0084824182603331,1,476.75
High-Risk,HR_1067,27,Female,14830.155999408198,0,1,0,0,2,43,21.5,21.5,1,0.25,0.8953488372093024,1,23.25581395348837,2,1,1.3,1,1,0.25,0.8636363636363636,1,15.5
High-Risk,HR_1068,30,Male,18789.373813575272,0,1,0,0,18,2397,133.16666666666666,104,5,0.5,1.8848560700876096,2,22.152690863579476,198,0.5,6.17984934086629,2.5,5,0.5,1.894694533762058,2,254
High-Risk,HR_1069,38,Male,20344.078407528814,0,0,1,0,29,2257,77.82758620689656,61,20,0.5,2.0753212228622067,2,21.134249003101463,147.5,0.5,5.2914046121593294,3,20,0.5,2.0837078651685395,2,1185
High-Risk,HR_107,49,Female,14058.268518749028,0,1,1,0,186,12571,67.58602150537635,44.5,2.5,0.25,1.455592236098958,1.5,22.687137061490734,198,0.25,4.182240532959327,2,2.5,0.25,1.4533902664883218,1.5,2197.75
High-Risk,HR_1070,37,Male,NA,0,0,1,0,4,156,39,37,2.5,0.5,1.4230769230769231,1.5,18.58974358974359,59,1,4.051724137931035,1.5,2.5,0.5,1.4409448818897639,1.5,65.5
High-Risk,HR_1071,65,Male,19833.800220186095,0,1,0,0,1,19,19,19,0.25,0.25,0.25,0.25,21.052631578947366,0.5,0.25,0.4375,0.5,0.25,0.25,0.25,0.25,2
High-Risk,HR_1072,32,Female,17266.006720937807,0,1,0,0,2,212,106,106,1,1,1,1,22.641509433962266,7,1,2.1041666666666665,2,1,1,1,1,63
High-Risk,HR_1073,23,Male,13444.220983470092,0,1,0,0,29,3255,112.24137931034483,73,20,0.25,1.5208909370199692,1,21.0752688172043,247.5,0.25,4.386661807580175,1,20,0.25,1.5271506422732581,1,914
High-Risk,HR_1074,51,Female,20249.735159201296,0,1,0,0,1,688,688,688,1.5,1,1.069767441860465,1,22.674418604651162,99,1,4.336538461538462,1.5,1.5,1,1.0648496240601504,1,-110
High-Risk,HR_1075,55,Male,14872.74077677282,0,0,1,0,166,10332,62.24096385542169,39.5,5,0.25,1.0128968253968254,1,22.4351529229578,198,0.25,3.2149482312338225,2,5,0.25,1.0140691290242076,1,674.5
High-Risk,HR_1076,29,Male,16227.518048693373,0,1,0,0,54,4096,75.85185185185185,52,20,0.25,3.3182373046875,2.5,24.169921875,990,0.25,10.973232323232324,4,20,0.25,3.3131036703155186,2.5,-573
High-Risk,HR_1077,59,Female,18586.652581206497,0,1,0,0,28,1803,64.39285714285714,34,5,0.25,0.6376871880199667,0.5,20.74320576816417,99,0.25,1.9191176470588236,1,5,0.25,0.6352344296710987,0.5,190
High-Risk,HR_1078,40,Female,18743.048973998342,0,0,1,0,3,103,34.333333333333336,34,1,0.25,0.6529126213592233,0.5,13.592233009708737,9.75,0.25,2.267857142857143,1.5,1,0.25,0.6348314606741573,0.5,24.75
High-Risk,HR_1079,37,Female,16956.554763965003,0,1,0,0,2,76,38,38,1,1,1,1,18.421052631578945,3,1,1.5714285714285714,1,1,1,1,1,40
High-Risk,HR_108,46,Male,17004.685166025865,0,1,0,0,21,2276,108.38095238095238,84,15,1,3.9830843585237257,5,25.7908611599297,198,1,8.600511073253832,5,15,1,4.0088809946714035,5,1722.5
High-Risk,HR_1080,50,Male,16121.516597765853,0,1,0,0,7,440,62.857142857142854,46,5,0.25,0.94375,0.5,21.59090909090909,19.75,0.25,1.75,1,5,0.25,0.9615942028985507,1,165.5
High-Risk,HR_1081,38,Female,12133.001909630855,0,1,0,0,39,3330,85.38461538461539,37,5,0.25,1.676951951951952,1.5,25.285285285285287,197.5,0.25,4.769002375296912,2.5,5,0.25,1.6794614147909968,1.5,163
High-Risk,HR_1082,61,Female,13444.220983470092,0,1,0,0,25,1458,58.32,45,10,0.25,2.1769547325102883,2,24.7599451303155,118,0.5,4.691135734072022,2.5,10,0.25,2.165679124886053,2,682.25
High-Risk,HR_1083,24,Female,13444.220983470092,0,1,0,0,1,31,31,31,1,0.25,0.29838709677419356,0.25,29.03225806451613,1,0.25,0.4722222222222222,0.25,1,0.25,0.2840909090909091,0.25,2
High-Risk,HR_1084,36,Male,19239.52727567668,0,1,1,0,139,7801,56.12230215827338,39,20,0.25,1.5417254198179722,1,17.02345853095757,990,0.25,4.796310240963855,1,20,0.25,1.562104124826201,1,3742
High-Risk,HR_1085,27,Male,18419.44001905021,0,1,0,0,1,49,49,49,1,1,1,1,26.53061224489796,4,1,2,2,1,1,1,1,10
High-Risk,HR_1086,32,Male,17400.353619006208,0,1,0,0,78,5244,67.23076923076923,33.5,5,0.25,0.769498474446987,0.5,23.455377574370708,118,0.25,1.9276422764227643,1,5,0.25,0.7628300946686597,0.5,691
High-Risk,HR_1087,26,Male,19589.87240255917,0,1,0,0,1,26,26,26,2.5,2,2.2884615384615383,2.5,7.6923076923076925,7.5,5,6.25,6.25,2.5,2,2.2708333333333335,2.5,42
High-Risk,HR_1088,54,Female,14649.141709140966,0,1,1,0,25,1626,65.04,57,0.5,0.25,0.2873616236162362,0.25,22.324723247232473,24.75,0.25,0.8464187327823691,0.5,0.5,0.25,0.28642121931908154,0.25,54.5
High-Risk,HR_1089,37,Male,13897.327129442398,0,1,0,0,1,3,3,3,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25,0.25,0.25,0.75
High-Risk,HR_109,36,Male,13444.220983470092,0,1,0,0,16,2082,130.125,88,20,0.25,2.739673390970221,1,25.552353506243996,198,0.25,6.8519736842105265,2,20,0.25,2.7816129032258066,1,666.25
High-Risk,HR_1090,32,Female,19100.592365280558,0,0,1,0,1,32,32,32,0.5,0.5,0.5,0.5,15.625,2.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,9
High-Risk,HR_1091,32,Male,14872.74077677282,0,0,1,0,40,2040,51,37,2,0.25,0.5563725490196079,0.5,22.598039215686274,49.5,0.25,1.2977223427331888,0.5,2,0.25,0.5638062064597846,0.5,292
High-Risk,HR_1092,28,Male,17720.630576923075,0,1,1,0,521,63989,122.81957773512477,80,2,0.25,0.4693228523652503,0.5,24.832393067558485,198,0.25,1.363373190685966,0.5,2,0.25,0.46813863074076384,0.5,853
High-Risk,HR_1093,32,Female,14058.268518749028,0,0,0,1,11,1198,108.9090909090909,72,10,0.25,1.703881469115192,0.5,22.287145242070117,295,0.25,5.487827715355805,1,10,0.25,1.7107948442534908,0.5,127.5
High-Risk,HR_1094,35,Male,18910.59706829897,0,1,1,0,4,503,125.75,36,5,2.5,4.592445328031809,5,26.043737574552683,295,2.5,12.251908396946565,7.5,5,2.5,4.563172043010753,5,92.5
High-Risk,HR_1095,42,Male,18942.63148387097,0,1,0,0,2,5,2.5,2.5,2,0.5,0.8,0.5,0,NA,NA,NA,NA,2,0.5,0.8,0.5,4
High-Risk,HR_1096,51,Female,16081.0476064887,0,0,1,0,2,96,48,48,20,2.5,16.328125,20,17.708333333333336,40,10,20.58823529411765,20,20,2.5,16.550632911392405,20,957.5
High-Risk,HR_1097,32,Female,13444.220983470092,0,1,0,0,16,1794,112.125,69.5,5,0.25,0.7853957636566332,0.5,22.965440356744704,147.5,0.25,1.9933252427184467,1,5,0.25,0.7782199710564399,0.5,254.25
High-Risk,HR_1098,32,Male,14830.155999408198,0,1,1,0,6,151,25.166666666666668,13.5,1,0.25,0.4652317880794702,0.5,17.880794701986755,2,0.25,0.6018518518518519,0.5,1,0.25,0.4778225806451613,0.5,43
High-Risk,HR_1099,56,Male,18574.066681504562,0,0,0,1,10,217,21.7,18,2.5,0.25,0.4665898617511521,0.25,23.502304147465438,14.75,0.25,1.0686274509803921,0.5,2.5,0.25,0.4924698795180723,0.25,27.25
High-Risk,HR_11,28,Male,23832.29129170369,0,1,1,0,52,1415,27.21153846153846,14,15,1,3.8879858657243815,5,21.413427561837455,495,2,12.198019801980198,5,15,1,3.9001798561151078,5,641
High-Risk,HR_110,45,Male,13444.220983470092,0,1,1,0,7,909,129.85714285714286,85,5,0.25,1.216171617161716,1,24.86248624862486,15,0.5,2.0508849557522124,1,5,0.25,1.219619326500732,1,369.5
High-Risk,HR_1100,39,Female,13444.220983470092,0,1,1,0,12,597,49.75,21.5,1,0.25,0.40619765494137355,0.25,22.110552763819097,24.75,0.25,1.0321969696969697,0.5,1,0.25,0.4118279569892473,0.25,55.25
High-Risk,HR_1101,26,Male,18984.118425723245,0,1,0,0,2,220,110,110,15,5,10.840909090909092,10,15.909090909090908,285,5,30.714285714285715,15,15,5,10.64864864864865,10,895
High-Risk,HR_1102,39,Male,NA,0,1,0,0,1,36,36,36,0.25,0.25,0.25,0.25,16.666666666666664,0.75,0.25,0.4166666666666667,0.375,0.25,0.25,0.25,0.25,5
High-Risk,HR_1103,34,Male,20285.395017930823,0,1,0,0,49,3337,68.10204081632654,40,5,0.25,1.3570572370392568,1,23.9736290080911,198,0.25,3.463125,2,5,0.25,1.3589869925108395,1,677.25
High-Risk,HR_1104,25,Male,13444.220983470092,0,1,0,0,6,178,29.666666666666668,30.5,0.5,0.25,0.3398876404494382,0.25,15.730337078651685,1.5,0.25,0.5535714285714286,0.5,0.5,0.25,0.3433333333333333,0.25,36
High-Risk,HR_1105,57,Female,24147.018008858468,0,0,0,1,42,3012,71.71428571428571,44,10,0.25,1.9248837981407703,1,22.244355909694555,197.5,0.25,4.670522388059702,2,10,0.25,1.91300170794193,1,1351
High-Risk,HR_1106,55,Male,14058.268518749028,0,0,1,0,3,69,23,21,1,0.5,0.8478260869565217,1,26.08695652173913,5,0.5,1.4166666666666667,1,1,0.5,0.8529411764705882,1,18
High-Risk,HR_1107,35,Female,16650.026123645406,0,1,1,0,2,174,87,87,1.5,0.5,0.867816091954023,0.5,22.413793103448278,4.5,0.5,1.1923076923076923,1,1.5,0.5,0.9,0.5,75
High-Risk,HR_1108,54,Female,21610.664666014007,0,1,0,0,54,3636,67.33333333333333,40.5,5,0.25,0.9232673267326733,0.5,21.947194719471945,247.5,0.25,2.6835839598997495,1,5,0.25,0.9391296687808316,0.5,523.75
High-Risk,HR_1109,31,Female,NA,0,0,0,1,40,6301,157.525,96.5,5,0.25,1.4660768132042532,1,22.107601967941594,395,0.25,4.767049533381192,2,5,0.25,1.457059902200489,1,510.75
High-Risk,HR_111,62,Female,NA,0,0,1,0,5,340,68,41,20,0.25,3.5154411764705884,1,23.52941176470588,90,0.25,8.328125,2,20,0.25,3.503846153846154,1,244.75
High-Risk,HR_1110,30,Female,11755.020442296971,0,0,1,1,4,583,145.75,160.5,2,0.25,0.7358490566037735,0.5,21.783876500857634,99,0.25,2.6397637795275593,1,2,0.25,0.7483552631578947,0.5,6
High-Risk,HR_1111,32,Male,18159.046971759257,0,1,0,0,121,11503,95.06611570247934,70,10,0.25,2.3761192732330696,2.5,25.41945579414066,395,0.25,6.517356361149111,2.5,10,0.25,2.376704744142674,2.5,1333
High-Risk,HR_1112,26,Female,15241.155792148917,0,1,0,0,1,52,52,52,1,0.25,0.9855769230769231,1,17.307692307692307,7,1,2.4444444444444446,2,1,0.25,0.9825581395348837,1,20.25
High-Risk,HR_1113,42,Female,20249.735159201296,0,1,0,0,7,419,59.857142857142854,55,10,0.5,2.7482100238663483,2,18.138424821002385,118,1,6.065789473684211,4,10,0.5,2.793002915451895,2,497
High-Risk,HR_1114,44,Female,14244.754097974565,0,1,1,0,4,60,15,14.5,0.5,0.25,0.4125,0.5,20,1.5,0.25,0.75,0.75,0.5,0.25,0.40625,0.5,10.5
High-Risk,HR_1115,31,Male,14811.681844131132,0,1,0,0,2,112,56,56,0.5,0.25,0.3325892857142857,0.25,17.857142857142858,1.5,0.25,0.5625,0.5,0.5,0.25,0.33967391304347827,0.25,20
High-Risk,HR_1116,35,Male,NA,0,1,0,0,16,960,60,61,5,0.25,1.2411458333333334,1,15.208333333333332,59,0.25,3.1267123287671232,1,5,0.25,1.2530712530712531,1,563.5
High-Risk,HR_1117,41,Female,22794.462686922063,0,1,0,0,4,594,148.5,122.5,5,0.5,3.8417508417508417,5,24.074074074074073,495,0.5,11.520979020979022,5,5,0.5,3.8348115299334813,5,82
High-Risk,HR_1118,40,Female,15260.439102080654,0,1,0,0,34,2343,68.91176470588235,30.5,20,5,16.26333760136577,20,23.132735808792145,1580,5,42.87822878228782,20,20,5,16.232648528595224,20,5995
High-Risk,HR_1119,39,Male,17541.091453251414,0,1,0,0,46,2710,58.91304347826087,45.5,2,1,1.04760147601476,1,22.656826568265682,99,1,3.236156351791531,2,2,1,1.0462786259541985,1,206
High-Risk,HR_112,34,Female,13654.437348958207,0,0,0,1,38,3962,104.26315789473684,61,10,0.25,1.6289752650176679,1,23.245835436648157,247.5,0.25,4.368349619978284,2,10,0.25,1.6450180861558699,1,979.25
High-Risk,HR_1120,47,Male,20447.37064108421,0,1,0,0,105,8170,77.80952380952381,68,20,0.25,17.64339045287638,20,23.427172582619338,1980,0.5,59.10762800417973,20,20,0.25,17.691576086956523,20,-2453.5
High-Risk,HR_1121,33,Male,14815.390066128155,0,1,0,0,1,3,3,3,2,2,2,2,0,NA,NA,NA,NA,2,2,2,2,6
High-Risk,HR_1122,62,Female,15250.754301124418,0,1,0,0,21,626,29.80952380952381,25,5,0.25,0.6333865814696485,0.5,22.523961661341854,9.5,0.25,1.2943262411347518,1,5,0.25,0.6371134020618556,0.5,126.5
High-Risk,HR_1123,35,Male,14058.268518749028,0,1,0,0,2,79,39.5,39.5,10,10,10,10,21.518987341772153,50,10,20.58823529411765,20,10,10,10,10,270
High-Risk,HR_1124,31,Male,14649.141709140966,0,1,0,0,67,6981,104.19402985074628,59,10,0.25,1.9453874803036815,1,23.24881822088526,990,0.25,7.0756315465187924,2.5,10,0.25,1.948488241881299,1,-1043.75
High-Risk,HR_1125,49,Female,16517.74713238808,0,1,0,0,12,3174,264.5,323.5,1,0.25,0.7678796471329553,1,23.850031505986138,99,0.25,2.4322985468956406,1,1,0.25,0.773065784029789,1,27.25
